locus_tag,gene_name,start,end,strand,gene_product,COG,uniprot
SACI_RS00110,SACI_RS00110,15604,16728,-,aminotransferase class V-fold PLP-dependent enzyme,E,A0A0U3FP60
SACI_RS00115,SACI_RS00115,16715,18421,-,AMP-binding protein,I,A0A0U2NAH0
SACI_RS00120,SACI_RS00120,18433,18909,-,NOB1 family endonuclease,V,A0A0U3HFG5
SACI_RS00125,SACI_RS00125,18899,19645,-,NAD(+)/NADH kinase,F,A0A0U3FGV3
SACI_RS00130,SACI_RS00130,19654,20007,-,hypothetical protein,X,A0A0U3F8U1
SACI_RS00135,SACI_RS00135,20087,21088,+,NAD(P)/FAD-dependent oxidoreductase,O,A0A0U3FYH3
SACI_RS00140,SACI_RS00140,21085,21975,+,methyltransferase domain-containing protein,J,A0A0U2X1J8
SACI_RS11510,SACI_RS11510,21901,22383,-,DUF371 domain-containing protein,S,A0A0U3H4L1
SACI_RS00145,SACI_RS00145,22370,22651,-,YhbY family RNA-binding protein,J,UPI0002B2998B
SACI_RS11515,SACI_RS11515,22557,22913,-,ribonuclease P,J,UPI0000552112
SACI_RS00150,SACI_RS00150,22932,23591,+,16S rRNA methyltransferase,J,UPI0000552113
SACI_RS00155,SACI_RS00155,23574,24155,-,hypothetical protein,X,A0A0U3GX03
SACI_RS00160,SACI_RS00160,24505,25560,-,hypothetical protein,E,A0A0U3HBD1
SACI_RS00165,SACI_RS00165,25618,26484,-,ABC transporter substrate-binding protein,H,A0A0U3FX22
SACI_RS00170,SACI_RS00170,26513,27022,+,DUF84 family protein,F,A0A0U2NGA1
SACI_RS00175,SACI_RS00175,27019,27600,-,hypothetical protein,X,A0A0U3HMY4
SACI_RS00180,trxA,27676,28014,-,thioredoxin,O,A0A0U2Y1X2
SACI_RS00185,SACI_RS00185,28098,28811,+,D-aminoacyl-tRNA deacylase,S,A0A0U3FGG2
SACI_RS00190,SACI_RS00190,28791,29417,-,histidine phosphatase family protein,G,A0A0U3H3Q3
SACI_RS00195,SACI_RS00195,29614,30108,+,CBS domain-containing protein,S,A0A0U3GVE4
SACI_RS00200,SACI_RS00200,30140,30481,+,hypothetical protein,X,A0A0U2NAF9
SACI_RS00205,SACI_RS00205,30432,32177,-,hypothetical protein,X,A0A0U3HFF5
SACI_RS00210,SACI_RS00210,32386,33312,+,nucleoside hydrolase,F,A0A0U3GPP9
SACI_RS00215,SACI_RS00215,33275,33697,-,transcriptional repressor,K,A0A0U2W5E0
SACI_RS00220,SACI_RS00220,34242,34703,+,hypothetical protein,X,A0A0U3GLA1
SACI_RS00225,SACI_RS00225,34784,35782,-,DNA double-strand break repair nuclease NurA,S,A0A0U2X1I6
SACI_RS00230,SACI_RS00230,35772,38432,-,AAA family ATPase,L,A0A0U3H4J7
SACI_RS00235,SACI_RS00235,38429,39577,-,exonuclease SbcCD subunit D,L,A0A0U3HBD0
SACI_RS00240,SACI_RS00240,39583,41070,-,ATP-binding protein,L,A0A0U3GHC8
SACI_RS00245,SACI_RS00245,41173,41547,-,hypothetical protein,X,A0A0U3FX00
SACI_RS00250,SACI_RS00250,41687,42094,-,hypothetical protein,X,A0A0U3FQ04
SACI_RS00255,SACI_RS00255,42224,43735,+,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,G,A0A0U2WTV7
SACI_RS00260,SACI_RS00260,43732,44193,-,peroxiredoxin,O,A0A0U2Y1V6
SACI_RS00265,SACI_RS00265,44258,45793,+,phosphoenolpyruvate carboxylase,G,A0A0U3FGE5
SACI_RS00270,SACI_RS00270,45790,46605,+,hypothetical protein,S,A0A0U3H3P2
SACI_RS00275,meaB,46630,47589,-,methylmalonyl Co-A mutase-associated GTPase MeaB,E,A0A0U3FP30
SACI_RS00280,SACI_RS00280,47573,47995,-,cobalamin B12-binding domain-containing protein,I,A0A0U3HC99
SACI_RS00290,SACI_RS00290,48401,48601,+,DNA-binding protein,J,A0A0U3H459
SACI_RS00295,SACI_RS00295,48720,49055,+,hypothetical protein,S,A0A0U3FGS1
SACI_RS00305,lysS,49408,50886,+,lysine--tRNA ligase,J,A0A0U3HCX8
SACI_RS00310,SACI_RS00310,50870,51946,-,site-2 protease family protein,M,A0A0U3F8Q8
SACI_RS00315,SACI_RS00315,51981,52646,+,nucleotidyltransferase domain-containing protein,S,A0A0U3GL87
SACI_RS00320,SACI_RS00320,52633,53166,+,DUF1122 family protein,S,A0A0U2X1H6
SACI_RS00325,SACI_RS00325,53147,54160,+,radical SAM protein,S,A0A0U3H4I9
SACI_RS00330,SACI_RS00330,54137,55165,-,mRNA surveillance protein pelota,J,A0A0U3GWX2
SACI_RS00335,rimI,55188,55652,+,ribosomal protein S18-alanine N-acetyltransferase,C,A0A0U3HBA2
SACI_RS00340,SACI_RS00340,55685,58033,+,DNA polymerase II,L,A0A0U3FWY9
SACI_RS00345,SACI_RS00345,58023,59261,-,DNA primase,L,A0A0U2NG65
SACI_RS00350,SACI_RS00350,59271,60356,-,tyrosine--tRNA ligase,J,A0A0U2WTT9
SACI_RS00355,SACI_RS00355,60401,60751,-,hypothetical protein,X,A0A0U3FP99
SACI_RS00360,SACI_RS00360,60797,61237,-,YjbQ family protein,S,A0A0U3H3J8
SACI_RS00365,SACI_RS00365,61236,62510,+,AIR synthase,O,A0A0U3H3M6
SACI_RS00370,SACI_RS00370,62537,63049,+,30S ribosomal protein S13,J,A0A0U3FP18
SACI_RS00375,SACI_RS00375,63067,63597,+,30S ribosomal protein S4,J,A0A0U2NAE0
SACI_RS00380,SACI_RS00380,63581,63979,+,30S ribosomal protein S11,J,A0A0U3HFC3
SACI_RS00385,SACI_RS00385,63991,64785,+,DNA-directed RNA polymerase subunit D,K,A0A0U3FGQ5
SACI_RS00390,SACI_RS00390,64785,65141,+,50S ribosomal protein L18e,J,A0A0U3F8P0
SACI_RS00395,SACI_RS00395,65138,65584,+,50S ribosomal protein L13,J,A0A0U3FYD7
SACI_RS00400,SACI_RS00400,65581,65997,+,30S ribosomal protein S9,J,A0A0U2X1F8
SACI_RS00405,SACI_RS00405,66004,66204,+,DNA-directed RNA polymerase subunit N,K,A0A0U3H4H5
SACI_RS00410,SACI_RS00410,66214,66891,+,30S ribosomal protein S2,J,A0A0U3HBA1
SACI_RS00415,amrB,66888,67742,+,AmmeMemoRadiSam system protein B,S,A0A0U3GH96
SACI_RS00420,SACI_RS00420,67735,68421,+,hypothetical protein,X,A0A0U3FWX5
SACI_RS00425,SACI_RS00425,68396,69499,+,type 2 isopentenyl-diphosphate Delta-isomerase,H,UPI0009B5A7FC
SACI_RS00430,SACI_RS00430,69496,70488,+,polyprenyl synthetase family protein,H,A0A0U2WTS7
SACI_RS00435,SACI_RS00435,70488,71474,+,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,M,A0A0U2Y1S9
SACI_RS00440,SACI_RS00440,71474,72148,+,HAD family phosphatase,S,A0A0U3H3I2
SACI_RS00455,SACI_RS00455,72941,74701,+,cbb3-type cytochrome c oxidase subunit I,C,A0A0U3HCX6
SACI_RS00460,SACI_RS00460,74714,75799,+,hypothetical protein,X,A0A0U3FYM5
SACI_RS00465,SACI_RS00465,75808,75993,+,hypothetical protein,X,A0A0U3GQK2
SACI_RS00470,SACI_RS00470,76005,76736,-,TatD family hydrolase,L,A0A0U3GU67
SACI_RS00475,SACI_RS00475,76782,76943,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,K,A0A0U3FP02
SACI_RS11785,SACI_RS11785,76954,77094,-,DUF1836 domain-containing protein,X,UPI0011BD5F4A
SACI_RS00480,SACI_RS00480,77181,77561,+,ArsR family transcriptional regulator,K,A0A0U3HC64
SACI_RS00485,SACI_RS00485,77583,78254,-,diphthine--ammonia ligase,S,A0A0U3HFA7
SACI_RS00490,SACI_RS00490,78251,78718,-,hypothetical protein,Q,A0A0U3FGP0
SACI_RS00495,SACI_RS00495,78712,79299,-,molybdenum cofactor guanylyltransferase,H,A0A0U3F8M3
SACI_RS00500,SACI_RS00500,79274,80443,-,molybdopterin molybdotransferase MoeA,H,A0A0U3GL55
SACI_RS00505,mobB,80463,80978,+,molybdopterin-guanine dinucleotide biosynthesis protein B,H,A0A0U2X1E2
SACI_RS00510,SACI_RS00510,81151,81846,+,class I SAM-dependent methyltransferase,Q,A0A0U3GMD0
SACI_RS00515,SACI_RS00515,81827,82237,-,hypothetical protein,X,A0A0U3HB84
SACI_RS00520,SACI_RS00520,82213,82614,-,hypothetical protein,X,UPI0000552152
SACI_RS00525,SACI_RS00525,82751,83005,+,hypothetical protein,X,A0A0U3FWV5
SACI_RS00530,SACI_RS00530,83009,83653,+,metal-dependent transcriptional regulator,K,A0A0U2NG24
SACI_RS00535,SACI_RS00535,83637,84857,+,DUF4147 domain-containing protein,G,UPI0002B26A69
SACI_RS00545,SACI_RS00545,85270,86070,+,ABC transporter permease,P,A0A0U2WTR5
SACI_RS00550,SACI_RS00550,86173,86481,+,hypothetical protein,X,A0A0U2Y1R8
SACI_RS00555,tpiA,86487,87179,-,triose-phosphate isomerase,G,A0A0U3H3G6
SACI_RS00560,SACI_RS00560,87193,87738,+,hypothetical protein,S,A0A0U3H3J1
SACI_RS00565,SACI_RS00565,87713,89284,-,cation:proton antiporter,P,A0A0U3HC48
SACI_RS00570,SACI_RS00570,89673,90632,+,esterase,S,A0A0U2NAC1
SACI_RS00575,SACI_RS00575,90953,91405,-,8-oxo-dGTP diphosphatase,L,A0A0U3GPJ2
SACI_RS00580,SACI_RS00580,91411,92727,-,class II fumarate hydratase,C,A0A0U3HF92
SACI_RS00585,SACI_RS00585,92849,93445,+,MBL fold metallo-hydrolase,S,A0A0U3FYA5
SACI_RS00590,SACI_RS00590,93482,94768,+,glycosyltransferase,M,A0A0U2X1C6
SACI_RS00595,SACI_RS00595,94881,97319,+,MMPL family transporter,L,A0A0U3GK54
SACI_RS00600,SACI_RS00600,97397,99625,+,tRNA(Met) cytidine acetyltransferase,J,A0A0U2Y9H3
SACI_RS00605,SACI_RS00605,99663,100643,+,stage II sporulation protein M,X,A0A0U3GMB5
SACI_RS00610,xth,100629,101354,-,exodeoxyribonuclease III,L,A0A0U3H4E1
SACI_RS00615,SACI_RS00615,101617,101877,+,sulfurtransferase TusA family protein,S,A0A0U3GWR9
SACI_RS00620,SACI_RS00620,101944,103008,-,DUF1641 domain-containing protein,S,A0A0U2W0H0
SACI_RS00625,SACI_RS00625,103217,103636,-,hypothetical protein,X,A0A0U3FHY7
SACI_RS00630,SACI_RS00630,103892,104302,+,MarR family transcriptional regulator,K,A0A0U2NG11
SACI_RS00635,SACI_RS00635,104311,105249,+,NAD-dependent epimerase/dehydratase family protein,M,A0A0U2VWM5
SACI_RS00640,SACI_RS00640,105251,106054,-,aldo/keto reductase,S,A0A0U3FP48
SACI_RS00645,SACI_RS00645,106051,107295,-,NAD(P)/FAD-dependent oxidoreductase,C,A0A0U3FG68
SACI_RS00650,thiC,107432,108718,+,phosphomethylpyrimidine synthase ThiC,H,A0A0U2Y1Q4
SACI_RS00655,SACI_RS00655,108774,109628,+,translation elongation factor,J,A0A0U3H3F0
SACI_RS00660,SACI_RS00660,109767,110435,+,prepilin peptidase,N,UPI0009B5AD12
SACI_RS00665,SACI_RS00665,110503,111342,+,DUF973 family protein,X,A0A0U3FNX1
SACI_RS00670,SACI_RS00670,111332,112000,-,creatininase family protein,H,A0A0U3GPI0
SACI_RS00675,SACI_RS00675,112370,113017,-,hypothetical protein,P,A0A0U2W555
SACI_RS00680,SACI_RS00680,113025,113624,-,citrate transporter,P,M1IME1
SACI_RS00685,SACI_RS00685,113681,114820,+,MFS transporter,E,A0A0U3FGK7
SACI_RS00690,SACI_RS00690,114813,115748,-,acyl-CoA thioesterase,I,UPI0000552171
SACI_RS00695,SACI_RS00695,115735,116127,-,hypothetical protein,X,A0A0U3GL29
SACI_RS00700,SACI_RS00700,116128,117948,-,ATP-binding protein,L,A0A0U3HB51
SACI_RS00705,SACI_RS00705,117938,119026,-,DNA double-strand break repair nuclease NurA,S,A0A0U3HB39
SACI_RS00710,SACI_RS00710,119093,120415,-,FAD-dependent oxidoreductase,P,A0A0U2WWR4
SACI_RS11970,SACI_RS11970,120774,121208,+,hypothetical protein,X,Q4JCA8
SACI_RS00720,SACI_RS00720,121201,122121,+,bifunctional phosphoglucose/phosphomannose isomerase,G,A0A0U3GH45
SACI_RS00725,SACI_RS00725,122124,123533,+,cysteine--tRNA ligase,J,A0A0U3HMN3
SACI_RS00730,SACI_RS00730,123514,123954,-,NUDIX hydrolase,L,A0A0U3FPU3
SACI_RS00735,SACI_RS00735,124051,125265,+,hypothetical protein,X,A0A0U3GWY5
SACI_RS00740,SACI_RS00740,125386,126657,+,Glu/Leu/Phe/Val dehydrogenase,E,A0A0U2Y1N7
SACI_RS00745,SACI_RS00745,126658,126939,-,DUF131 domain-containing protein,S,A0A0U3GU18
SACI_RS00750,SACI_RS00750,126944,128431,-,AAA family ATPase,S,A0A0U3H3G4
SACI_RS00755,SACI_RS00755,128542,129330,-,SDR family oxidoreductase,I,UPI000055217E
SACI_RS00760,SACI_RS00760,129299,129940,-,uracil-DNA glycosylase,L,A0A0U3HC18
SACI_RS00765,SACI_RS00765,130142,130450,+,hypothetical protein,X,A0A0U2NAA2
SACI_RS00770,SACI_RS00770,130496,130894,-,metal-dependent transcriptional regulator,K,A0A0U3HF49
SACI_RS00775,SACI_RS00775,130936,131793,+,dihydrodipicolinate synthase family protein,E,A0A0U3FGJ3
SACI_RS00780,SACI_RS00780,131846,132274,-,winged helix-turn-helix transcriptional regulator,K,A0A0U3F8I0
SACI_RS00785,SACI_RS00785,132333,135161,-,hypothetical protein,X,A0A0U3GL06
SACI_RS00790,SACI_RS00790,135347,136912,+,aldehyde dehydrogenase family protein,C,A0A0U2Y9D9
SACI_RS00795,SACI_RS00795,136962,137603,-,hypothetical protein,X,A0A0U3HB35
SACI_RS00800,SACI_RS00800,137735,138160,-,CoA-binding protein,S,A0A0U3HB23
SACI_RS00805,SACI_RS00805,138313,138495,+,hypothetical protein,X,A0A0U3GH30
SACI_RS00815,SACI_RS00815,138856,139191,-,transcription factor S,K,A0A0U2NFY8
SACI_RS00820,SACI_RS00820,139218,139466,-,hypothetical protein,X,A0A0U3HML8
SACI_RS00825,SACI_RS00825,139463,139735,-,DNA-directed RNA polymerase subunit L,K,A0A0U3FP06
SACI_RS00830,SACI_RS00830,139725,140291,-,exosome complex RNA-binding protein Csl4,J,A0A0U3FG21
SACI_RS00835,dph2,140298,141302,-,diphthamide biosynthesis enzyme Dph2,J,A0A0U3GU07
SACI_RS00840,SACI_RS00840,141299,141829,-,50S ribosomal protein L16,J,A0A0U3GV37
SACI_RS00845,SACI_RS00845,141860,142120,-,hypothetical protein,X,A0A0U3FNU1
SACI_RS00850,SACI_RS00850,142098,143135,-,hypothetical protein,L,A0A0U2NA94
SACI_RS00855,SACI_RS00855,143120,144070,-,flippase-like domain-containing protein,S,A0A0U3GPE9
SACI_RS00860,SACI_RS00860,144039,144911,-,HesA/MoeB/ThiF family protein,H,A0A0U3H5U9
SACI_RS00865,SACI_RS00865,144979,145794,+,transketolase,G,A0A0U3FGH7
SACI_RS00870,SACI_RS00870,145763,146704,+,transketolase family protein,G,A0A0U3F8G1
SACI_RS00875,SACI_RS00875,146701,147726,+,chorismate mutase,E,A0A0U3GKY7
SACI_RS00880,aroF,147730,148722,+,3-deoxy-7-phosphoheptulonate synthase,E,A0A0U3GM68
SACI_RS00885,SACI_RS00885,148719,149780,+,3-dehydroquinate synthase,E,A0A0U3HB20
SACI_RS00890,SACI_RS00890,149768,150559,+,shikimate dehydrogenase,E,A0A0U3HB10
SACI_RS00895,aroC,150537,151712,+,chorismate synthase,E,A0A0U3FWQ1
SACI_RS00900,SACI_RS00900,151685,152470,+,shikimate kinase,E,A0A0U3GH14
SACI_RS00905,aroA,152482,153684,+,3-phosphoshikimate 1-carboxyvinyltransferase,E,UPI0009B5D3C7
SACI_RS00910,SACI_RS00910,153665,154324,+,type I 3-dehydroquinate dehydratase,E,A0A0U3FPR1
SACI_RS00915,SACI_RS00915,154288,154590,-,Rieske (2Fe-2S) protein,P,A0A0U3FG13
SACI_RS00920,SACI_RS00920,154751,155041,+,hypothetical protein,X,A0A0U3GTZ2
SACI_RS00925,SACI_RS00925,155041,156696,+,ATP-dependent DNA helicase,L,A0A0U3H3A2
SACI_RS00930,SACI_RS00930,156693,157496,+,thioredoxin family protein,O,A0A0U3HBY5
SACI_RS00935,SACI_RS00935,157512,157739,+,hypothetical protein,O,F2Z601
SACI_RS00940,SACI_RS00940,157840,158475,+,superoxide dismutase,P,A0A0U3FNS6
SACI_RS00945,SACI_RS00945,158508,159587,+,NDP-sugar synthase,M,A0A0U2NA86
SACI_RS00950,SACI_RS00950,159625,160275,+,hypothetical protein,X,A0A0U2W518
SACI_RS00955,SACI_RS00955,160314,162212,+,thioredoxin domain-containing protein,O,A0A0U3FY45
SACI_RS00960,SACI_RS00960,162209,162913,+,SDR family oxidoreductase,I,A0A0U2X148
SACI_RS00965,SACI_RS00965,162967,163719,+,endonuclease NucS,L,A0A0U2Y9A9
SACI_RS00970,SACI_RS00970,163640,164668,+,glycosyltransferase family 2 protein,M,A0A0U3GM53
SACI_RS00975,SACI_RS00975,164665,165033,+,hypothetical protein,X,A0A0U3H478
SACI_RS00980,SACI_RS00980,165123,165578,-,hypothetical protein,X,A0A0U3FWP0
SACI_RS00985,SACI_RS00985,165575,166237,-,ParA family protein,D,A0A0U2NFX3
SACI_RS00990,SACI_RS00990,166310,167272,-,(Fe-S)-binding protein,C,A0A0U2VWD5
SACI_RS00995,SACI_RS00995,167263,168642,-,FAD-binding protein,C,A0A0U3FNW7
SACI_RS01000,SACI_RS01000,168792,169754,+,FAD-binding oxidoreductase,C,A0A0U3FFZ8
SACI_RS01005,SACI_RS01005,169751,170665,-,2-oxoacid ferredoxin oxidoreductase subunit beta,C,A0A0U2Y1J0
SACI_RS01010,SACI_RS01010,170652,172535,-,2-oxoacid:acceptor oxidoreductase subunit alpha,C,A0A0U3GV11
SACI_RS01015,SACI_RS01015,172652,173464,-,hypothetical protein,X,A0A0U3HBW9
SACI_RS01020,SACI_RS01020,173496,174212,-,carbon-nitrogen hydrolase family protein,H,A0A0U3H3S9
SACI_RS01025,SACI_RS01025,174209,175342,-,CBS domain-containing protein,S,A0A0U3GPA9
SACI_RS01030,SACI_RS01030,175393,176433,+,acetoin utilization protein AcuC,B,A0A0U2W4Z9
SACI_RS01035,purT,176428,177624,-,formate-dependent phosphoribosylglycinamide formyltransferase,F,A0A0U3FGE0
SACI_RS01040,SACI_RS01040,177638,178252,-,hypothetical protein,X,A0A0U2X131
SACI_RS01045,SACI_RS01045,178302,178952,+,phosphatidate cytidylyltransferase,X,A0A0U3GKT8
SACI_RS01050,SACI_RS01050,178908,179534,-,hypothetical protein,X,A0A0U3HAY7
SACI_RS01055,SACI_RS01055,179632,180072,+,hypothetical protein,X,A0A0U3H461
SACI_RS01060,SACI_RS01060,180060,181058,-,FAD-binding oxidoreductase,E,A0A0U3FWM9
SACI_RS01065,SACI_RS01065,181095,181892,+,hypothetical protein,X,A0A0U2NFW2
SACI_RS01070,SACI_RS01070,181889,182425,+,MogA/MoaB family molybdenum cofactor biosynthesis protein,H,A0A0U2VWC3
SACI_RS01075,SACI_RS01075,182422,182907,+,DUF1286 domain-containing protein,S,A0A0U3FPN9
SACI_RS01080,SACI_RS01080,183419,183763,-,PaREP1 family protein,S,UPI0009B5C84D
SACI_RS01085,SACI_RS01085,183747,184130,-,PaREP1 family protein,S,M1IMM7
SACI_RS01090,SACI_RS01090,186300,187166,+,dihydrodipicolinate synthase family protein,E,A0A0U3GTV7
SACI_RS01095,SACI_RS01095,187177,188112,+,sugar kinase,G,A0A0U3H3A1
SACI_RS01100,SACI_RS01100,188141,189664,+,aldehyde dehydrogenase family protein,C,A0A0U3FNP7
SACI_RS01105,SACI_RS01105,189727,190044,-,Rieske 2Fe-2S domain-containing protein,P,A0A0U2NA72
SACI_RS01110,SACI_RS01110,190498,191061,+,hypothetical protein,X,A0A0U3GP95
SACI_RS01115,SACI_RS01115,191187,191366,-,hypothetical protein,X,A0A0U2W4Y9
SACI_RS01120,SACI_RS01120,191363,192301,-,mechanosensitive ion channel family protein,M,A0A0U3F8B8
SACI_RS01125,SACI_RS01125,192591,193658,+,encapsulin,S,A0A0U3GKS3
SACI_RS01130,SACI_RS01130,193627,194217,-,hypothetical protein,X,A0A0U2Y979
SACI_RS01135,SACI_RS01135,194295,195149,+,lysine exporter LysO family protein,S,A0A0U3HAX4
SACI_RS01140,SACI_RS01140,195146,196270,+,MFS transporter,G,A0A0U3HAV7
SACI_RS01145,SACI_RS01145,196255,196752,-,hypothetical protein,X,A0A0U3FWL8
SACI_RS01150,SACI_RS01150,196832,197806,+,hypothetical protein,S,A0A0U2NFV2
SACI_RS01155,SACI_RS01155,197851,198606,-,SDR family oxidoreductase,I,A0A0U3HMF8
SACI_RS01160,SACI_RS01160,198658,199305,+,HAD-IA family hydrolase,S,A0A0U2WTF7
SACI_RS01165,SACI_RS01165,199277,200863,-,B12-binding domain-containing radical SAM protein,C,A0A0U2Y1G9
SACI_RS01170,SACI_RS01170,201088,201432,-,hypothetical protein,M,A0A0U3GTU2
SACI_RS01175,SACI_RS01175,201884,202708,+,cation transporter,P,A0A0U3FS27
SACI_RS01180,SACI_RS01180,202705,203805,-,citrate synthase,C,A0A0U3GUY4
SACI_RS01190,prpB,204081,204923,-,methylisocitrate lyase,G,A0A0U2NA61
SACI_RS01195,SACI_RS01195,204898,206193,-,MmgE/PrpD family protein,S,A0A0U3GP78
SACI_RS01200,SACI_RS01200,206397,207317,+,malate dehydrogenase,C,A0A0U2W4W9
SACI_RS01205,SACI_RS01205,207319,208218,+,3-phosphoglycerate dehydrogenase,C,A0A0U3FY02
SACI_RS01210,SACI_RS01210,208297,208731,+,EVE domain-containing protein,S,UPI0009B59A42
SACI_RS01215,SACI_RS01215,208803,209942,+,alanine--glyoxylate aminotransferase family protein,E,A0A0U3HI91
SACI_RS01220,bluB,209952,210617,+,5%2C6-dimethylbenzimidazole synthase,C,A0A0U2X101
SACI_RS01225,SACI_RS01225,210738,210971,-,hypothetical protein,X,A0A0U3GLZ9
SACI_RS01230,SACI_RS01230,211084,211569,-,3-isopropylmalate dehydratase small subunit,E,A0A0U3H434
SACI_RS01235,SACI_RS01235,211569,212813,-,3-isopropylmalate dehydratase large subunit,E,A0A0U3GWF6
SACI_RS01240,tatC,212877,213713,-,twin-arginine translocase subunit TatC,U,A0A0U3FWJ9
SACI_RS01245,SACI_RS01245,213685,214068,-,hypothetical protein,U,A0A0U2NFU1
SACI_RS01250,SACI_RS01250,214096,214386,-,twin-arginine translocase TatA/TatE family subunit,U,A0A0U3HME3
SACI_RS01255,SACI_RS01255,214660,215376,+,ABC transporter ATP-binding protein,E,A0A0U2WTE5
SACI_RS01260,SACI_RS01260,215373,217004,+,ABC transporter permease subunit,P,A0A0U2Y1E3
SACI_RS01265,SACI_RS01265,217169,218701,+,biotin carboxylase,I,A0A0U3H337
SACI_RS01270,SACI_RS01270,218701,219204,+,biotin/lipoyl-binding protein,I,A0A0U3GUX2
SACI_RS01275,SACI_RS01275,219222,220781,+,acyl-CoA carboxylase subunit beta,I,A0A0U3FNL5
SACI_RS01280,SACI_RS01280,220907,223024,-,DEAD/DEAH box helicase,L,A0A0U2NA50
SACI_RS01285,SACI_RS01285,223187,223384,+,ribbon-helix-helix protein%2C CopG family,K,A0A0U3GP64
SACI_RS01290,SACI_RS01290,223381,224352,+,inorganic phosphate transporter,P,A0A0U3FGA6
SACI_RS01295,SACI_RS01295,224341,225003,-,DUF47 family protein,P,Q4JBZ7
SACI_RS01300,SACI_RS01300,225059,226192,-,DUF763 domain-containing protein,S,A0A0U2X0Y1
SACI_RS01305,SACI_RS01305,226230,226892,+,metallophosphatase family protein,S,A0A0U2Y947
SACI_RS01310,SACI_RS01310,226899,227720,-,transposase,L,A0A0U3H415
SACI_RS01315,SACI_RS01315,227747,228460,-,class II glutamine amidotransferase,S,A0A0U3HAS8
SACI_RS01320,SACI_RS01320,228453,229148,-,MBL fold metallo-hydrolase,S,A0A0U3GGT6
SACI_RS01325,SACI_RS01325,229242,230108,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,G,A0A0U2NFT1
SACI_RS01330,thiD,230105,231292,-,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,H,A0A0U3FJT9
SACI_RS01335,cas4,231354,231965,-,CRISPR-associated protein Cas4,V,A0A0U3FPI9
SACI_RS01340,SACI_RS01340,231969,233144,-,glycosyltransferase family 2 protein,M,A0A0U3FNN9
SACI_RS01345,SACI_RS01345,233183,233515,+,hypothetical protein,X,UPI0002B28E20
SACI_RS01350,SACI_RS01350,233532,234461,+,MBL fold metallo-hydrolase,S,A0A0U3FFT6
SACI_RS01355,SACI_RS01355,234430,235188,-,VIT1/CCC1 transporter family protein,S,A0A0U3GTR1
SACI_RS01360,SACI_RS01360,235258,235728,-,AAA-associated domain-containing protein,P,A0A0U3H356
SACI_RS01365,queC,235769,237157,-,7-cyano-7-deazaguanine synthase QueC,H,A0A0U3FNJ9
SACI_RS01370,SACI_RS01370,237191,239431,+,DEAD/DEAH box helicase,L,A0A0U2NA05
SACI_RS01375,SACI_RS01375,239465,240322,+,sulfite exporter TauE/SafE family protein,S,UPI00005521F2
