locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS00165,SACI_RS00165,Saci_0038,25618,26484,-,ABC transporter substrate-binding protein,Coenzyme transport and metabolism,A0A0U3FX22,Op18
SACI_RS00170,SACI_RS00170,Saci_0039,26513,27022,+,DUF84 family protein,Nucleotide transport and metabolism,A0A0U2NGA1,Op19
SACI_RS00175,SACI_RS00175,Saci_0040,27019,27600,-,hypothetical protein,No COG annotation,A0A0U3HMY4,Op20
SACI_RS00180,trxA,Saci_0041,27676,28014,-,thioredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y1X2,Op21
SACI_RS00185,SACI_RS00185,Saci_0042,28098,28811,+,D-aminoacyl-tRNA deacylase,Function unknown,A0A0U3FGG2,Op22
SACI_RS00190,SACI_RS00190,Saci_0043,28791,29417,-,histidine phosphatase family protein,Carbohydrate transport and metabolism,A0A0U3H3Q3,Op23
SACI_RS00195,SACI_RS00195,Saci_0044,29614,30108,+,CBS domain-containing protein,Function unknown,A0A0U3GVE4,Op24
SACI_RS00200,SACI_RS00200,Saci_0045,30140,30481,+,hypothetical protein,No COG annotation,A0A0U2NAF9,Op24
SACI_RS00205,SACI_RS00205,Saci_0046,30432,32177,-,hypothetical protein,No COG annotation,A0A0U3HFF5,Op25
SACI_RS00210,SACI_RS00210,Saci_0047,32386,33312,+,nucleoside hydrolase,Nucleotide transport and metabolism,A0A0U3GPP9,Op26
SACI_RS00215,SACI_RS00215,Saci_0048,33275,33697,-,transcriptional repressor,Transcription,A0A0U2W5E0,Op27
SACI_RS00220,SACI_RS00220,Saci_0049,34242,34703,+,hypothetical protein,No COG annotation,A0A0U3GLA1,Op28
SACI_RS00225,SACI_RS00225,Saci_0050,34784,35782,-,DNA double-strand break repair nuclease NurA,Function unknown,A0A0U2X1I6,Op29
SACI_RS00230,SACI_RS00230,Saci_0051,35772,38432,-,AAA family ATPase,"Replication, recombination and repair",A0A0U3H4J7,Op29
SACI_RS00235,SACI_RS00235,Saci_0052,38429,39577,-,exonuclease SbcCD subunit D,"Replication, recombination and repair",A0A0U3HBD0,Op29
SACI_RS00240,SACI_RS00240,Saci_0053,39583,41070,-,ATP-binding protein,"Replication, recombination and repair",A0A0U3GHC8,Op29
SACI_RS00245,SACI_RS00245,Saci_0054,41173,41547,-,hypothetical protein,No COG annotation,A0A0U3FX00,Op30
SACI_RS00250,SACI_RS00250,Saci_0055,41687,42094,-,hypothetical protein,No COG annotation,A0A0U3FQ04,Op31
SACI_RS00255,SACI_RS00255,Saci_0057,42224,43735,+,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,Carbohydrate transport and metabolism,A0A0U2WTV7,Op32
SACI_RS00260,SACI_RS00260,Saci_0058,43732,44193,-,peroxiredoxin,"Post-translational modification, protein turnover,and chaperones",A0A0U2Y1V6,Op33
SACI_RS00265,SACI_RS00265,Saci_0059,44258,45793,+,phosphoenolpyruvate carboxylase,Carbohydrate transport and metabolism,A0A0U3FGE5,Op34
SACI_RS00270,SACI_RS00270,Saci_0060,45790,46605,+,hypothetical protein,Function unknown,A0A0U3H3P2,Op34
SACI_RS00275,meaB,Saci_0061,46630,47589,-,methylmalonyl Co-A mutase-associated GTPase MeaB,Amino acid transport and metabolism,A0A0U3FP30,Op35
SACI_RS00280,SACI_RS00280,Saci_0062,47573,47995,-,cobalamin B12-binding domain-containing protein,Lipid transport and metabolism,A0A0U3HC99,Op35
SACI_RS00290,SACI_RS00290,Saci_0064,48401,48601,+,DNA-binding protein,"Translation, ribosomal structure and biogenesis",A0A0U3H459,Op36
SACI_RS00295,SACI_RS00295,Saci_0065,48720,49055,+,hypothetical protein,Function unknown,A0A0U3FGS1,Op37
SACI_RS00305,lysS,Saci_0067,49408,50886,+,lysine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3HCX8,Op38
SACI_RS00310,SACI_RS00310,Saci_0068,50870,51946,-,site-2 protease family protein,Cell wall/membrane/envelope biogenesis,A0A0U3F8Q8,Op39
SACI_RS00315,SACI_RS00315,Saci_0069,51981,52646,+,nucleotidyltransferase domain-containing protein,Function unknown,A0A0U3GL87,Op40
SACI_RS00320,SACI_RS00320,Saci_0070,52633,53166,+,DUF1122 family protein,Function unknown,A0A0U2X1H6,Op40
SACI_RS00325,SACI_RS00325,Saci_0071,53147,54160,+,radical SAM protein,Function unknown,A0A0U3H4I9,Op40
SACI_RS00330,SACI_RS00330,Saci_0072,54137,55165,-,mRNA surveillance protein pelota,"Translation, ribosomal structure and biogenesis",A0A0U3GWX2,Op41
SACI_RS00335,rimI,Saci_0073,55188,55652,+,ribosomal protein S18-alanine N-acetyltransferase,Energy production and conversion,A0A0U3HBA2,Op42
SACI_RS00340,SACI_RS00340,Saci_0074,55685,58033,+,DNA polymerase II,"Replication, recombination and repair",A0A0U3FWY9,Op42
SACI_RS00345,SACI_RS00345,Saci_0075,58023,59261,-,DNA primase,"Replication, recombination and repair",A0A0U2NG65,Op43
SACI_RS00350,SACI_RS00350,Saci_0076,59271,60356,-,tyrosine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U2WTT9,Op43
SACI_RS00355,SACI_RS00355,Saci_0077,60401,60751,-,hypothetical protein,No COG annotation,A0A0U3FP99,Op44
SACI_RS00360,SACI_RS00360,Saci_0078,60797,61237,-,YjbQ family protein,Function unknown,A0A0U3H3J8,Op45
SACI_RS00365,SACI_RS00365,Saci_0079,61236,62510,+,AIR synthase,"Post-translational modification, protein turnover,and chaperones",A0A0U3H3M6,Op46
SACI_RS00370,SACI_RS00370,Saci_0080,62537,63049,+,30S ribosomal protein S13,"Translation, ribosomal structure and biogenesis",A0A0U3FP18,Op46
SACI_RS00375,SACI_RS00375,Saci_0081,63067,63597,+,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",A0A0U2NAE0,Op46
SACI_RS00380,SACI_RS00380,Saci_0082,63581,63979,+,30S ribosomal protein S11,"Translation, ribosomal structure and biogenesis",A0A0U3HFC3,Op46
SACI_RS00385,SACI_RS00385,Saci_0083,63991,64785,+,DNA-directed RNA polymerase subunit D,Transcription,A0A0U3FGQ5,Op46
SACI_RS00390,SACI_RS00390,Saci_0084,64785,65141,+,50S ribosomal protein L18e,"Translation, ribosomal structure and biogenesis",A0A0U3F8P0,Op46
SACI_RS00395,SACI_RS00395,Saci_0085,65138,65584,+,50S ribosomal protein L13,"Translation, ribosomal structure and biogenesis",A0A0U3FYD7,Op46
SACI_RS00400,SACI_RS00400,Saci_0086,65581,65997,+,30S ribosomal protein S9,"Translation, ribosomal structure and biogenesis",A0A0U2X1F8,Op46
SACI_RS00405,SACI_RS00405,Saci_0087,66004,66204,+,DNA-directed RNA polymerase subunit N,Transcription,A0A0U3H4H5,Op46
SACI_RS00410,SACI_RS00410,Saci_0088,66214,66891,+,30S ribosomal protein S2,"Translation, ribosomal structure and biogenesis",A0A0U3HBA1,Op46
SACI_RS00415,amrB,Saci_0089,66888,67742,+,AmmeMemoRadiSam system protein B,Function unknown,A0A0U3GH96,Op46
SACI_RS00420,SACI_RS00420,Saci_0090,67735,68421,+,hypothetical protein,No COG annotation,A0A0U3FWX5,Op46
SACI_RS00425,SACI_RS00425,Saci_0091,68396,69499,+,type 2 isopentenyl-diphosphate Delta-isomerase,Coenzyme transport and metabolism,UPI0009B5A7FC,Op47
SACI_RS00430,SACI_RS00430,Saci_0092,69496,70488,+,polyprenyl synthetase family protein,Coenzyme transport and metabolism,A0A0U2WTS7,Op47
SACI_RS00435,SACI_RS00435,Saci_0093,70488,71474,+,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,Cell wall/membrane/envelope biogenesis,A0A0U2Y1S9,Op47
SACI_RS00440,SACI_RS00440,Saci_0094,71474,72148,+,HAD family phosphatase,Function unknown,A0A0U3H3I2,Op47
SACI_RS00455,SACI_RS00455,Saci_0097,72941,74701,+,cbb3-type cytochrome c oxidase subunit I,Energy production and conversion,A0A0U3HCX6,Op48
SACI_RS00460,SACI_RS00460,Saci_0098,74714,75799,+,hypothetical protein,No COG annotation,A0A0U3FYM5,Op48
SACI_RS00465,SACI_RS00465,Saci_0099,75808,75993,+,hypothetical protein,No COG annotation,A0A0U3GQK2,Op48
SACI_RS00470,SACI_RS00470,Saci_0100,76005,76736,-,TatD family hydrolase,"Replication, recombination and repair",A0A0U3GU67,Op49
SACI_RS00475,SACI_RS00475,Saci_0101,76782,76943,-,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,A0A0U3FP02,Op50
SACI_RS11785,SACI_RS11785,,76954,77094,-,DUF1836 domain-containing protein,No COG annotation,UPI0011BD5F4A,Op50
SACI_RS00480,SACI_RS00480,Saci_0102,77181,77561,+,ArsR family transcriptional regulator,Transcription,A0A0U3HC64,Op51
SACI_RS00485,SACI_RS00485,Saci_0103,77583,78254,-,diphthine--ammonia ligase,Function unknown,A0A0U3HFA7,Op52
SACI_RS00490,SACI_RS00490,Saci_0104,78251,78718,-,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FGP0,Op52
SACI_RS00495,SACI_RS00495,Saci_0105,78712,79299,-,molybdenum cofactor guanylyltransferase,Coenzyme transport and metabolism,A0A0U3F8M3,Op52
SACI_RS00500,SACI_RS00500,Saci_0106,79274,80443,-,molybdopterin molybdotransferase MoeA,Coenzyme transport and metabolism,A0A0U3GL55,Op53
SACI_RS00505,mobB,Saci_0107,80463,80978,+,molybdopterin-guanine dinucleotide biosynthesis protein B,Coenzyme transport and metabolism,A0A0U2X1E2,Op54
SACI_RS00510,SACI_RS00510,Saci_0108,81151,81846,+,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3GMD0,Op55
SACI_RS00515,SACI_RS00515,Saci_0109,81827,82237,-,hypothetical protein,No COG annotation,A0A0U3HB84,Op56
SACI_RS00520,SACI_RS00520,Saci_0110,82213,82614,-,hypothetical protein,No COG annotation,UPI0000552152,Op57
SACI_RS00525,SACI_RS00525,Saci_0111,82751,83005,+,hypothetical protein,No COG annotation,A0A0U3FWV5,Op58
SACI_RS00530,SACI_RS00530,Saci_0112,83009,83653,+,metal-dependent transcriptional regulator,Transcription,A0A0U2NG24,Op58
SACI_RS00535,SACI_RS00535,Saci_0113,83637,84857,+,DUF4147 domain-containing protein,Carbohydrate transport and metabolism,UPI0002B26A69,Op58
SACI_RS00545,SACI_RS00545,Saci_0114,85270,86070,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0U2WTR5,Op59
SACI_RS00550,SACI_RS00550,Saci_0116,86173,86481,+,hypothetical protein,No COG annotation,A0A0U2Y1R8,Op60
SACI_RS00555,tpiA,Saci_0117,86487,87179,-,triose-phosphate isomerase,Carbohydrate transport and metabolism,A0A0U3H3G6,Op61
SACI_RS00560,SACI_RS00560,Saci_0118,87193,87738,+,hypothetical protein,Function unknown,A0A0U3H3J1,Op62
SACI_RS00565,SACI_RS00565,Saci_0119,87713,89284,-,cation:proton antiporter,Inorganic ion transport and metabolism,A0A0U3HC48,Op63
SACI_RS00570,SACI_RS00570,Saci_0120,89673,90632,+,esterase,Function unknown,A0A0U2NAC1,Op64
SACI_RS00575,SACI_RS00575,Saci_0121,90953,91405,-,8-oxo-dGTP diphosphatase,"Replication, recombination and repair",A0A0U3GPJ2,Op65
SACI_RS00580,SACI_RS00580,Saci_0122,91411,92727,-,class II fumarate hydratase,Energy production and conversion,A0A0U3HF92,Op65
SACI_RS00585,SACI_RS00585,Saci_0123,92849,93445,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3FYA5,Op66
SACI_RS00590,SACI_RS00590,Saci_0124,93482,94768,+,glycosyltransferase,Cell wall/membrane/envelope biogenesis,A0A0U2X1C6,Op66
SACI_RS00595,SACI_RS00595,Saci_0125,94881,97319,+,MMPL family transporter,"Replication, recombination and repair",A0A0U3GK54,Op67
SACI_RS00600,SACI_RS00600,Saci_0127,97397,99625,+,tRNA(Met) cytidine acetyltransferase,"Translation, ribosomal structure and biogenesis",A0A0U2Y9H3,Op68
SACI_RS00605,SACI_RS00605,Saci_0128,99663,100643,+,stage II sporulation protein M,No COG annotation,A0A0U3GMB5,Op68
SACI_RS00610,xth,Saci_0129,100629,101354,-,exodeoxyribonuclease III,"Replication, recombination and repair",A0A0U3H4E1,Op69
SACI_RS00615,SACI_RS00615,Saci_0130,101617,101877,+,sulfurtransferase TusA family protein,Function unknown,A0A0U3GWR9,Op70
SACI_RS00620,SACI_RS00620,Saci_0131,101944,103008,-,DUF1641 domain-containing protein,Function unknown,A0A0U2W0H0,Op71
SACI_RS00625,SACI_RS00625,Saci_0132,103217,103636,-,hypothetical protein,No COG annotation,A0A0U3FHY7,Op72
SACI_RS00630,SACI_RS00630,Saci_0133,103892,104302,+,MarR family transcriptional regulator,Transcription,A0A0U2NG11,Op73
SACI_RS00635,SACI_RS00635,Saci_0134,104311,105249,+,NAD-dependent epimerase/dehydratase family protein,Cell wall/membrane/envelope biogenesis,A0A0U2VWM5,Op73
SACI_RS00640,SACI_RS00640,Saci_0135,105251,106054,-,aldo/keto reductase,Function unknown,A0A0U3FP48,Op74
SACI_RS00645,SACI_RS00645,Saci_0136,106051,107295,-,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3FG68,Op74
SACI_RS00650,thiC,Saci_0137,107432,108718,+,phosphomethylpyrimidine synthase ThiC,Coenzyme transport and metabolism,A0A0U2Y1Q4,Op75
SACI_RS00655,SACI_RS00655,Saci_0138,108774,109628,+,translation elongation factor,"Translation, ribosomal structure and biogenesis",A0A0U3H3F0,Op76
SACI_RS00660,SACI_RS00660,,109767,110435,+,prepilin peptidase,Cell motility,UPI0009B5AD12,Op77
SACI_RS00665,SACI_RS00665,Saci_0140,110503,111342,+,DUF973 family protein,No COG annotation,A0A0U3FNX1,Op78
SACI_RS00670,SACI_RS00670,Saci_0141,111332,112000,-,creatininase family protein,Coenzyme transport and metabolism,A0A0U3GPI0,Op79
SACI_RS00675,SACI_RS00675,,112370,113017,-,hypothetical protein,Inorganic ion transport and metabolism,A0A0U2W555,Op80
SACI_RS00680,SACI_RS00680,,113025,113624,-,citrate transporter,Inorganic ion transport and metabolism,M1IME1,Op80
SACI_RS00685,SACI_RS00685,Saci_0144,113681,114820,+,MFS transporter,Amino acid transport and metabolism,A0A0U3FGK7,Op81
SACI_RS00690,SACI_RS00690,Saci_0145,114813,115748,-,acyl-CoA thioesterase,Lipid transport and metabolism,UPI0000552171,Op82
SACI_RS00695,SACI_RS00695,Saci_0146,115735,116127,-,hypothetical protein,No COG annotation,A0A0U3GL29,Op82
SACI_RS00700,SACI_RS00700,Saci_0147,116128,117948,-,ATP-binding protein,"Replication, recombination and repair",A0A0U3HB51,Op82
SACI_RS00705,SACI_RS00705,Saci_0148,117938,119026,-,DNA double-strand break repair nuclease NurA,Function unknown,A0A0U3HB39,Op82
SACI_RS00710,SACI_RS00710,Saci_0149,119093,120415,-,FAD-dependent oxidoreductase,Inorganic ion transport and metabolism,A0A0U2WWR4,Op83
SACI_RS11970,SACI_RS11970,Saci_0150,120774,121208,+,hypothetical protein,No COG annotation,A0A0U3FWS9,Op84
SACI_RS00720,SACI_RS00720,Saci_0151,121201,122121,+,bifunctional phosphoglucose/phosphomannose isomerase,Carbohydrate transport and metabolism,A0A0U3GH45,Op84
SACI_RS00725,SACI_RS00725,Saci_0152,122124,123533,+,cysteine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0U3HMN3,Op84
SACI_RS00730,SACI_RS00730,Saci_0153,123514,123954,-,NUDIX hydrolase,"Replication, recombination and repair",A0A0U3FPU3,Op85
SACI_RS00735,SACI_RS00735,Saci_0154,124051,125265,+,hypothetical protein,No COG annotation,A0A0U3GWY5,Op86
SACI_RS00740,SACI_RS00740,Saci_0155,125386,126657,+,Glu/Leu/Phe/Val dehydrogenase,Amino acid transport and metabolism,A0A0U2Y1N7,Op87
SACI_RS00745,SACI_RS00745,Saci_0156,126658,126939,-,DUF131 domain-containing protein,Function unknown,A0A0U3GU18,Op88
SACI_RS00750,SACI_RS00750,Saci_0157,126944,128431,-,AAA family ATPase,Function unknown,A0A0U3H3G4,Op88
SACI_RS00755,SACI_RS00755,Saci_0158,128542,129330,-,SDR family oxidoreductase,Lipid transport and metabolism,UPI000055217E,Op89
SACI_RS00760,SACI_RS00760,Saci_0159,129299,129940,-,uracil-DNA glycosylase,"Replication, recombination and repair",A0A0U3HC18,Op89
SACI_RS00765,SACI_RS00765,Saci_0160,130142,130450,+,hypothetical protein,No COG annotation,A0A0U2NAA2,Op90
SACI_RS00770,SACI_RS00770,Saci_0161,130496,130894,-,metal-dependent transcriptional regulator,Transcription,A0A0U3HF49,Op91
SACI_RS00775,SACI_RS00775,Saci_0162,130936,131793,+,dihydrodipicolinate synthase family protein,Amino acid transport and metabolism,A0A0U3FGJ3,Op92
SACI_RS00780,SACI_RS00780,Saci_0164,131846,132274,-,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3F8I0,Op93
SACI_RS00785,SACI_RS00785,Saci_0165,132333,135161,-,hypothetical protein,No COG annotation,A0A0U3GL06,Op94
SACI_RS00790,SACI_RS00790,Saci_0166,135347,136912,+,aldehyde dehydrogenase family protein,Energy production and conversion,A0A0U2Y9D9,Op95
SACI_RS00795,SACI_RS00795,Saci_0167,136962,137603,-,hypothetical protein,No COG annotation,A0A0U3HB35,Op96
SACI_RS00800,SACI_RS00800,Saci_0168,137735,138160,-,CoA-binding protein,Function unknown,A0A0U3HB23,Op97
SACI_RS00805,SACI_RS00805,Saci_0169,138313,138495,+,hypothetical protein,No COG annotation,A0A0U3GH30,Op98
SACI_RS00815,SACI_RS00815,Saci_0171,138856,139191,-,transcription factor S,Transcription,A0A0U2NFY8,Op99
SACI_RS00820,SACI_RS00820,Saci_0172,139218,139466,-,hypothetical protein,No COG annotation,A0A0U3HML8,Op99
SACI_RS00825,SACI_RS00825,Saci_0173,139463,139735,-,DNA-directed RNA polymerase subunit L,Transcription,A0A0U3FP06,Op99
SACI_RS00830,SACI_RS00830,Saci_0174,139725,140291,-,exosome complex RNA-binding protein Csl4,"Translation, ribosomal structure and biogenesis",A0A0U3FG21,Op99
SACI_RS00835,dph2,Saci_0175,140298,141302,-,diphthamide biosynthesis enzyme Dph2,"Translation, ribosomal structure and biogenesis",A0A0U3GU07,Op99
SACI_RS00840,SACI_RS00840,Saci_0176,141299,141829,-,50S ribosomal protein L16,"Translation, ribosomal structure and biogenesis",A0A0U3GV37,Op99
SACI_RS00845,SACI_RS00845,,141860,142120,-,hypothetical protein,No COG annotation,A0A0U3FNU1,Op99
SACI_RS00850,SACI_RS00850,Saci_0177,142098,143135,-,hypothetical protein,"Replication, recombination and repair",A0A0U2NA94,Op100
SACI_RS00855,SACI_RS00855,Saci_0178,143120,144070,-,flippase-like domain-containing protein,Function unknown,A0A0U3GPE9,Op100
SACI_RS00860,SACI_RS00860,Saci_0179,144039,144911,-,HesA/MoeB/ThiF family protein,Coenzyme transport and metabolism,A0A0U3H5U9,Op100
SACI_RS00865,SACI_RS00865,Saci_0180,144979,145794,+,transketolase,Carbohydrate transport and metabolism,A0A0U3FGH7,Op101
SACI_RS00870,SACI_RS00870,Saci_0181,145763,146704,+,transketolase family protein,Carbohydrate transport and metabolism,A0A0U3F8G1,Op101
SACI_RS00875,SACI_RS00875,Saci_0182,146701,147726,+,chorismate mutase,Amino acid transport and metabolism,A0A0U3GKY7,Op101
SACI_RS00880,aroF,Saci_0183,147730,148722,+,3-deoxy-7-phosphoheptulonate synthase,Amino acid transport and metabolism,A0A0U3GM68,Op101
SACI_RS00885,SACI_RS00885,Saci_0184,148719,149780,+,3-dehydroquinate synthase,Amino acid transport and metabolism,A0A0U3HB20,Op101
SACI_RS00890,SACI_RS00890,Saci_0185,149768,150559,+,shikimate dehydrogenase,Amino acid transport and metabolism,A0A0U3HB10,Op101
SACI_RS00895,aroC,Saci_0186,150537,151712,+,chorismate synthase,Amino acid transport and metabolism,A0A0U3FWQ1,Op102
SACI_RS00900,SACI_RS00900,Saci_0187,151685,152470,+,shikimate kinase,Amino acid transport and metabolism,A0A0U3GH14,Op102
SACI_RS00905,aroA,Saci_0188,152482,153684,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,UPI0009B5D3C7,Op102
SACI_RS00910,SACI_RS00910,Saci_0189,153665,154324,+,type I 3-dehydroquinate dehydratase,Amino acid transport and metabolism,A0A0U3FPR1,Op102
SACI_RS00915,SACI_RS00915,Saci_0190,154288,154590,-,Rieske (2Fe-2S) protein,Inorganic ion transport and metabolism,A0A0U3FG13,Op103
SACI_RS00920,SACI_RS00920,Saci_0191,154751,155041,+,hypothetical protein,No COG annotation,A0A0U3GTZ2,Op104
SACI_RS00925,SACI_RS00925,Saci_0192,155041,156696,+,ATP-dependent DNA helicase,"Replication, recombination and repair",A0A0U3H3A2,Op104
SACI_RS00930,SACI_RS00930,Saci_0193,156693,157496,+,thioredoxin family protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3HBY5,Op104
SACI_RS00935,SACI_RS00935,Saci_0194,157512,157739,+,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",F2Z601,Op104
SACI_RS00940,SACI_RS00940,Saci_0195,157840,158475,+,superoxide dismutase,Inorganic ion transport and metabolism,A0A0U3FNS6,Op105
SACI_RS00945,SACI_RS00945,Saci_0196,158508,159587,+,NDP-sugar synthase,Cell wall/membrane/envelope biogenesis,A0A0U2NA86,Op105
SACI_RS00950,SACI_RS00950,,159625,160275,+,hypothetical protein,No COG annotation,A0A0U2W518,Op105
SACI_RS00955,SACI_RS00955,Saci_0198,160314,162212,+,thioredoxin domain-containing protein,"Post-translational modification, protein turnover,and chaperones",A0A0U3FY45,Op105
SACI_RS00960,SACI_RS00960,Saci_0199,162209,162913,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U2X148,Op105
SACI_RS00965,SACI_RS00965,Saci_0200,162967,163719,+,endonuclease NucS,"Replication, recombination and repair",A0A0U2Y9A9,Op106
SACI_RS00970,SACI_RS00970,Saci_0201,163640,164668,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0U3GM53,Op106
SACI_RS00975,SACI_RS00975,Saci_0202,164665,165033,+,hypothetical protein,No COG annotation,A0A0U3H478,Op106
SACI_RS00980,SACI_RS00980,Saci_0203,165123,165578,-,hypothetical protein,No COG annotation,A0A0U3FWP0,Op107
SACI_RS00985,SACI_RS00985,Saci_0204,165575,166237,-,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",A0A0U2NFX3,Op107
SACI_RS00990,SACI_RS00990,Saci_0205,166310,167272,-,(Fe-S)-binding protein,Energy production and conversion,A0A0U2VWD5,Op108
