Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
SACI_RS04565	SACI_RS04565	764291	765568	glycosyltransferase family 2 protein	SACI_RS04565 // ppa // SACI_RS04555 // thiD	SACI_RS04565 // ppa // SACI_RS04555 // thiD
SACI_RS08485	SACI_RS08485	1535691	1537271	benzoate-CoA ligase family protein	SACI_RS08485	SACI_RS08485
SACI_RS04570	SACI_RS04570	765569	766651	TGS domain-containing protein	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570
SACI_RS08490	SACI_RS08490	1537526	1538314	transcriptional regulator PaaX	SACI_RS08490	SACI_RS08490
SACI_RS04575	SACI_RS04575	766641	767279	ribonuclease HII	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570
SACI_RS08495	SACI_RS08495	1538534	1538887	hypothetical protein	SACI_RS08500 // SACI_RS08495	SACI_RS08500 // SACI_RS08495
SACI_RS08500	SACI_RS08500	1538889	1541342	penicillin acylase family protein	SACI_RS08500 // SACI_RS08495	SACI_RS08500 // SACI_RS08495
SACI_RS04580	SACI_RS04580	767276	767962	hypothetical protein	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570
SACI_RS01395	SACI_RS01395	241651	242223	DedA family protein	SACI_RS01395	SACI_RS01395
SACI_RS00215	SACI_RS00215	33275	33697	transcriptional repressor	SACI_RS00215	SACI_RS00215
SACI_RS04585	SACI_RS04585	767977	768285	DUF424 family protein	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570
SACI_RS08505	SACI_RS08505	1541809	1543482	acyl-CoA dehydrogenase	SACI_RS08510 // SACI_RS08505	SACI_RS08510 // SACI_RS08505
SACI_RS08510	SACI_RS08510	1543475	1545016	long-chain fatty acid--CoA ligase	SACI_RS08510 // SACI_RS08505	SACI_RS08510 // SACI_RS08505
SACI_RS04590	SACI_RS04590	768282	768707	translation initiation factor IF-2 subunit beta	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570	SACI_RS04590 // SACI_RS04585 // SACI_RS04580 // SACI_RS04575 // SACI_RS04570
SACI_RS01430	SACI_RS01430	248275	248544	4Fe-4S dicluster domain-containing protein	SACI_RS01430	SACI_RS01430
SACI_RS04595	SACI_RS04595	768747	770012	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase	SACI_RS04600 // SACI_RS04595	SACI_RS04600 // SACI_RS04595
SACI_RS08515	SACI_RS08515	1545054	1545659	pyroglutamyl-peptidase I	SACI_RS08515	SACI_RS08515
SACI_RS08520	SACI_RS08520	1545950	1547152	amidohydrolase family protein	SACI_RS08520	SACI_RS08520
SACI_RS04600	SACI_RS04600	770046	771224	thiolase family protein	SACI_RS04600 // SACI_RS04595	SACI_RS04600 // SACI_RS04595
SACI_RS01400	SACI_RS01400	242410	242832	hypothetical protein	SACI_RS01400	SACI_RS01400
SACI_RS00420	SACI_RS00420	67735	68421	hypothetical protein	SACI_RS00420 // amrB // SACI_RS00410 // SACI_RS00405 // SACI_RS00400 // SACI_RS00395 // SACI_RS00390 // SACI_RS00385 // SACI_RS00380 // SACI_RS00375 // SACI_RS00370 // SACI_RS00365	SACI_RS00420 // amrB // SACI_RS00410 // SACI_RS00405 // SACI_RS00400 // SACI_RS00395 // SACI_RS00390 // SACI_RS00385 // SACI_RS00380 // SACI_RS00375 // SACI_RS00370 // SACI_RS00365
SACI_RS04605	SACI_RS04605	771269	771595	translation initiation factor IF-1A	SACI_RS04615 // SACI_RS04610 // SACI_RS04605	SACI_RS04615 // SACI_RS04610 // SACI_RS04605
SACI_RS08525	SACI_RS08525	1547302	1548780	MFS transporter	SACI_RS08525	SACI_RS08525
SACI_RS08605	SACI_RS08605	1564307	1564777	hypothetical protein	SACI_RS08605	SACI_RS08605
SACI_RS04610	SACI_RS04610	771600	772355	serine protein kinase RIO	SACI_RS04615 // SACI_RS04610 // SACI_RS04605	SACI_RS04615 // SACI_RS04610 // SACI_RS04605
SACI_RS08530	SACI_RS08530	1549248	1550798	ABC transporter permease subunit	SACI_RS08530	SACI_RS08530
SACI_RS05980	SACI_RS05980	1066756	1067550	MBL fold metallo-hydrolase	SACI_RS05980 // SACI_RS05975	SACI_RS05980 // SACI_RS05975
SACI_RS08535	SACI_RS08535	1551050	1552651	B12-binding domain-containing radical SAM protein	SACI_RS08540 // SACI_RS08535	SACI_RS08540 // SACI_RS08535
SACI_RS04615	SACI_RS04615	772370	772906	RNA-processing protein	SACI_RS04615 // SACI_RS04610 // SACI_RS04605	SACI_RS04615 // SACI_RS04610 // SACI_RS04605
SACI_RS02505	SACI_RS02505	430670	430742	tRNA-Asp	SACI_RS02505	SACI_RS02505
SACI_RS04970	SACI_RS04970	840707	841018	hypothetical protein	SACI_RS04970 // SACI_RS04965	SACI_RS04970 // SACI_RS04965
SACI_RS08615	SACI_RS08615	1566017	1566946	ABC transporter ATP-binding protein	SACI_RS08620 // SACI_RS08615	SACI_RS08620 // SACI_RS08615
SACI_RS04620	SACI_RS04620	772889	773434	hypothetical protein	SACI_RS04625 // SACI_RS04620	SACI_RS04625 // SACI_RS04620
SACI_RS01405	SACI_RS01405	243042	243431	CBS domain-containing protein	SACI_RS01405	SACI_RS01405
SACI_RS00220	SACI_RS00220	34242	34703	hypothetical protein	SACI_RS00220	SACI_RS00220
SACI_RS08580	SACI_RS08580	1560498	1561211	hypothetical protein	SACI_RS08580	SACI_RS08580
SACI_RS04625	SACI_RS04625	773463	774455	DUF1152 domain-containing protein	SACI_RS04625 // SACI_RS04620	SACI_RS04625 // SACI_RS04620
SACI_RS08545	SACI_RS08545	1553063	1553362	winged helix-turn-helix transcriptional regulator	SACI_RS08545	SACI_RS08545
SACI_RS04975	SACI_RS04975	841049	842950	serine/threonine protein kinase	SACI_RS04985 // SACI_RS04980 // SACI_RS04975	SACI_RS04985 // SACI_RS04980 // SACI_RS04975
SACI_RS04630	SACI_RS04630	774587	775123	hypothetical protein	SACI_RS04630	SACI_RS04630
SACI_RS08550	SACI_RS08550	1553564	1555882	hypothetical protein	SACI_RS08550	SACI_RS08550
SACI_RS04635	SACI_RS04635	775102	775416	hypothetical protein	SACI_RS04635	SACI_RS04635
SACI_RS08555	SACI_RS08555	1555924	1557159	MFS transporter	SACI_RS08555	SACI_RS08555
SACI_RS08560	SACI_RS08560	1557436	1557846	type II toxin-antitoxin system VapC family toxin	SACI_RS08565 // SACI_RS08560	SACI_RS08565 // SACI_RS08560
SACI_RS04640	SACI_RS04640	775411	776532	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640
SACI_RS01410	SACI_RS01410	243777	244802	AAA family ATPase	SACI_RS01410	SACI_RS01410
SACI_RS04645	SACI_RS04645	776516	777436	homoserine kinase	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640
SACI_RS08565	SACI_RS08565	1557834	1558100	hypothetical protein	SACI_RS08565 // SACI_RS08560	SACI_RS08565 // SACI_RS08560
SACI_RS04650	SACI_RS04650	777470	779095	molybdopterin molybdotransferase MoeA	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640
SACI_RS08570	SACI_RS08570	1558520	1559434	SDR family oxidoreductase	SACI_RS08570	SACI_RS08570
SACI_RS04655	SACI_RS04655	779131	779418	PqqD family protein	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640
SACI_RS08575	SACI_RS08575	1559674	1559934	hypothetical protein	SACI_RS08575	SACI_RS08575
SACI_RS04660	SACI_RS04660	779415	779855	single-stranded DNA-binding protein	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640	SACI_RS04660 // SACI_RS04655 // SACI_RS04650 // SACI_RS04645 // SACI_RS04640
SACI_RS01415	SACI_RS01415	245249	245980	electron transfer flavoprotein subunit beta/FixA family protein	SACI_RS01425 // SACI_RS01420 // SACI_RS01415	SACI_RS01425 // SACI_RS01420 // SACI_RS01415
SACI_RS00225	SACI_RS00225	34784	35782	DNA double-strand break repair nuclease NurA	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225
SACI_RS04665	SACI_RS04665	779988	781148	MoxR family ATPase	SACI_RS04670 // SACI_RS04665	SACI_RS04670 // SACI_RS04665
SACI_RS08590	SACI_RS08590	1562361	1562771	hypothetical protein	SACI_RS08595 // SACI_RS08590 // SACI_RS08585	SACI_RS08595 // SACI_RS08590 // SACI_RS08585
SACI_RS04670	SACI_RS04670	781145	782500	VWA domain-containing protein	SACI_RS04670 // SACI_RS04665	SACI_RS04670 // SACI_RS04665
SACI_RS08595	SACI_RS08595	1562798	1563679	hypothetical protein	SACI_RS08595 // SACI_RS08590 // SACI_RS08585	SACI_RS08595 // SACI_RS08590 // SACI_RS08585
SACI_RS04675	SACI_RS04675	782626	782994	hypothetical protein	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS01420	SACI_RS01420	245977	246822	electron transfer flavoprotein subunit alpha/FixB family protein	SACI_RS01425 // SACI_RS01420 // SACI_RS01415	SACI_RS01425 // SACI_RS01420 // SACI_RS01415
SACI_RS08600	SACI_RS08600	1563885	1564205	hypothetical protein	SACI_RS08600	SACI_RS08600
SACI_RS11825	SACI_RS11825	782994	783866	disulfide reductase	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS11830	SACI_RS11830	783870	784823	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS08610	SACI_RS08610	1564898	1565779	hypothetical protein	SACI_RS08610	SACI_RS08610
SACI_RS04690	SACI_RS04690	784825	786525	succinate dehydrogenase flavoprotein subunit	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS08630	SACI_RS08630	1568285	1570210	4Fe-4S dicluster domain-containing protein	SACI_RS08630	SACI_RS08630
SACI_RS02565	SACI_RS02565	440363	440438	tRNA-Gly	SACI_RS02565	SACI_RS02565
SACI_RS04695	SACI_RS04695	786563	787354	HAD-IIA family hydrolase	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS08620	SACI_RS08620	1566937	1567740	ABC transporter permease	SACI_RS08620 // SACI_RS08615	SACI_RS08620 // SACI_RS08615
SACI_RS00230	SACI_RS00230	35772	38432	AAA family ATPase	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225
SACI_RS01425	SACI_RS01425	246819	248042	FAD-dependent oxidoreductase	SACI_RS01425 // SACI_RS01420 // SACI_RS01415	SACI_RS01425 // SACI_RS01420 // SACI_RS01415
SACI_RS04700	SACI_RS04700	787341	787628	hypothetical protein	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675	SACI_RS04700 // SACI_RS04695 // SACI_RS04690 // SACI_RS11830 // SACI_RS11825 // SACI_RS04675
SACI_RS08625	SACI_RS08625	1567823	1568215	hypothetical protein	SACI_RS08625	SACI_RS08625
SACI_RS04705	SACI_RS04705	787658	789244	DUF2070 family protein	SACI_RS04705	SACI_RS04705
SACI_RS04710	SACI_RS04710	789236	790594	NAD(P)/FAD-dependent oxidoreductase	SACI_RS04710	SACI_RS04710
SACI_RS08635	SACI_RS08635	1570415	1571125	TIGR00266 family protein	SACI_RS08635	SACI_RS08635
SACI_RS08640	SACI_RS08640	1571433	1571771	DUF2173 family protein	SACI_RS08640	SACI_RS08640
SACI_RS01435	SACI_RS01435	248681	250162	glycosyltransferase	SACI_RS01435	SACI_RS01435
SACI_RS04715	SACI_RS04715	790651	791073	hypothetical protein	SACI_RS04715	SACI_RS04715
SACI_RS08645	SACI_RS08645	1572053	1572943	mechanosensitive ion channel family protein	SACI_RS08645	SACI_RS08645
SACI_RS04720	SACI_RS04720	791134	791364	hypothetical protein	SACI_RS04720	SACI_RS04720
SACI_RS09315	SACI_RS09315	1742374	1742790	hypothetical protein	SACI_RS09315	SACI_RS09315
SACI_RS04725	SACI_RS04725	791354	791893	phosphoesterase	SACI_RS04725	SACI_RS04725
SACI_RS08655	SACI_RS08655	1574483	1575154	MBL fold metallo-hydrolase	SACI_RS08655	SACI_RS08655
SACI_RS04730	SACI_RS04730	792000	792500	hypothetical protein	SACI_RS04740 // SACI_RS04735 // SACI_RS04730	SACI_RS04740 // SACI_RS04735 // SACI_RS04730
SACI_RS08660	SACI_RS08660	1575279	1576562	hypothetical protein	SACI_RS08660	SACI_RS08660
SACI_RS00235	SACI_RS00235	38429	39577	exonuclease SbcCD subunit D	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225
SACI_RS04735	SACI_RS04735	792507	793505	NAD(P)/FAD-dependent oxidoreductase	SACI_RS04740 // SACI_RS04735 // SACI_RS04730	SACI_RS04740 // SACI_RS04735 // SACI_RS04730
SACI_RS08665	SACI_RS08665	1576764	1577747	energy-coupling factor transporter transmembrane protein EcfT	SACI_RS08675 // SACI_RS08670 // SACI_RS08665	SACI_RS08675 // SACI_RS08670 // SACI_RS08665
SACI_RS04740	SACI_RS04740	793502	793957	Lrp/AsnC family transcriptional regulator	SACI_RS04740 // SACI_RS04735 // SACI_RS04730	SACI_RS04740 // SACI_RS04735 // SACI_RS04730
SACI_RS08670	SACI_RS08670	1577770	1579347	ABC transporter ATP-binding protein	SACI_RS08675 // SACI_RS08670 // SACI_RS08665	SACI_RS08675 // SACI_RS08670 // SACI_RS08665
SACI_RS04745	SACI_RS04745	794005	794769	RimK family alpha-L-glutamate ligase	SACI_RS04745	SACI_RS04745
SACI_RS08675	SACI_RS08675	1579352	1580068	hypothetical protein	SACI_RS08675 // SACI_RS08670 // SACI_RS08665	SACI_RS08675 // SACI_RS08670 // SACI_RS08665
SACI_RS04750	SACI_RS04750	794926	795777	geranylgeranyl pyrophosphate synthase	SACI_RS04760 // SACI_RS04755 // SACI_RS04750	SACI_RS04760 // SACI_RS04755 // SACI_RS04750
SACI_RS08680	SACI_RS08680	1580688	1580921	hypothetical protein	SACI_RS08685 // SACI_RS08680	SACI_RS08685 // SACI_RS08680
SACI_RS04755	SACI_RS04755	795779	796585	hypothetical protein	SACI_RS04760 // SACI_RS04755 // SACI_RS04750	SACI_RS04760 // SACI_RS04755 // SACI_RS04750
SACI_RS08685	SACI_RS08685	1580918	1581340	type II toxin-antitoxin system VapC family toxin	SACI_RS08685 // SACI_RS08680	SACI_RS08685 // SACI_RS08680
SACI_RS04760	SACI_RS04760	796555	797367	S-methyl-5'-thioadenosine phosphorylase	SACI_RS04760 // SACI_RS04755 // SACI_RS04750	SACI_RS04760 // SACI_RS04755 // SACI_RS04750
SACI_RS08690	SACI_RS08690	1581524	1581916	4-carboxymuconolactone decarboxylase	SACI_RS08690	SACI_RS08690
SACI_RS04765	SACI_RS04765	797448	798068	phosphoribosyltransferase	SACI_RS04765	SACI_RS04765
SACI_RS02580	SACI_RS02580	442196	442268	tRNA-Gln	SACI_RS02580	SACI_RS02580
SACI_RS08695	SACI_RS08695	1582040	1582345	hypothetical protein	SACI_RS08695	SACI_RS08695
SACI_RS08705	SACI_RS08705	1582631	1584307	glycoside hydrolase family 15 protein	SACI_RS08705	SACI_RS08705
prf1	SACI_RS04770	798077	799162	peptide chain release factor 1	prf1	SACI_RS04770
SACI_RS01445	SACI_RS01445	251845	252864	PTO1314 family radical SAM protein	SACI_RS01445	SACI_RS01445
SACI_RS00240	SACI_RS00240	39583	41070	ATP-binding protein	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225	SACI_RS00240 // SACI_RS00235 // SACI_RS00230 // SACI_RS00225
SACI_RS08710	SACI_RS08710	1584608	1585231	membrane protein	SACI_RS08710	SACI_RS08710
SACI_RS11630	SACI_RS11630	799347	799547	integrase	SACI_RS11630	SACI_RS11630
SACI_RS08715	SACI_RS08715	1585617	1586756	MFS transporter	SACI_RS08715	SACI_RS08715
SACI_RS11975	SACI_RS11975	800195	800386	hypothetical protein	SACI_RS04785 // SACI_RS11975	SACI_RS04785 // SACI_RS11975
SACI_RS08720	SACI_RS08720	1586796	1587611	EamA family transporter	SACI_RS08720	SACI_RS08720
SACI_RS08725	SACI_RS08725	1587618	1588829	divalent metal cation transporter	SACI_RS08725	SACI_RS08725
SACI_RS04785	SACI_RS04785	800414	803881	hypothetical protein	SACI_RS04785 // SACI_RS11975	SACI_RS04785 // SACI_RS11975
SACI_RS01450	SACI_RS01450	253148	253456	hypothetical protein	SACI_RS01450	SACI_RS01450
SACI_RS08730	SACI_RS08730	1588923	1589513	DNA polymerase	SACI_RS08730	SACI_RS08730
SACI_RS04790	SACI_RS04790	803952	805004	hypothetical protein	SACI_RS04790	SACI_RS04790
SACI_RS08735	SACI_RS08735	1589697	1590029	Rieske 2Fe-2S domain-containing protein	SACI_RS08735	SACI_RS08735
SACI_RS04795	SACI_RS04795	805226	805438	hypothetical protein	SACI_RS04795	SACI_RS04795
trxA	SACI_RS08740	1590068	1590493	thioredoxin	trxA	SACI_RS08740
SACI_RS04800	SACI_RS04800	806001	806408	PadR family transcriptional regulator	SACI_RS04810 // SACI_RS04805 // SACI_RS04800	SACI_RS04810 // SACI_RS04805 // SACI_RS04800
SACI_RS01455	SACI_RS01455	253488	254336	hypothetical protein	SACI_RS01455	SACI_RS01455
SACI_RS08745	SACI_RS08745	1590621	1591208	hypothetical protein	SACI_RS08745	SACI_RS08745
SACI_RS00245	SACI_RS00245	41173	41547	hypothetical protein	SACI_RS00245	SACI_RS00245
SACI_RS04805	SACI_RS04805	806413	807399	ATP-binding cassette domain-containing protein	SACI_RS04810 // SACI_RS04805 // SACI_RS04800	SACI_RS04810 // SACI_RS04805 // SACI_RS04800
SACI_RS08750	SACI_RS08750	1591473	1591985	DUF4382 domain-containing protein	SACI_RS08750	SACI_RS08750
SACI_RS04810	SACI_RS04810	807396	808280	ABC transporter permease	SACI_RS04810 // SACI_RS04805 // SACI_RS04800	SACI_RS04810 // SACI_RS04805 // SACI_RS04800
SACI_RS08755	SACI_RS08755	1592189	1592845	hypothetical protein	SACI_RS08760 // SACI_RS08755	SACI_RS08760 // SACI_RS08755
SACI_RS04815	SACI_RS04815	808358	810472	xanthine dehydrogenase family protein molybdopterin-binding subunit	SACI_RS04820 // SACI_RS04815	SACI_RS04820 // SACI_RS04815
SACI_RS08760	SACI_RS08760	1592842	1594047	glycosyltransferase	SACI_RS08760 // SACI_RS08755	SACI_RS08760 // SACI_RS08755
SACI_RS08765	SACI_RS08765	1594148	1595446	APC family permease	SACI_RS08765	SACI_RS08765
SACI_RS04820	SACI_RS04820	810474	810962	DUF1947 domain-containing protein	SACI_RS04820 // SACI_RS04815	SACI_RS04820 // SACI_RS04815
SACI_RS01460	SACI_RS01460	254513	255835	FAD-binding oxidoreductase	SACI_RS01465 // SACI_RS01460	SACI_RS01465 // SACI_RS01460
SACI_RS05515	SACI_RS05515	971287	971874	class I SAM-dependent methyltransferase	SACI_RS05520 // SACI_RS05515	SACI_RS05520 // SACI_RS05515
SACI_RS04825	SACI_RS04825	810934	811593	polyprenol monophosphomannose synthase	SACI_RS04825	SACI_RS04825
SACI_RS08770	SACI_RS08770	1595645	1595983	hypothetical protein	SACI_RS08770	SACI_RS08770
SACI_RS04830	SACI_RS04830	811574	811897	winged helix-turn-helix transcriptional regulator	SACI_RS04830	SACI_RS04830
SACI_RS08775	SACI_RS08775	1596206	1596817	alpha/beta hydrolase	SACI_RS08780 // SACI_RS08775	SACI_RS08780 // SACI_RS08775
glpK	SACI_RS05325	920171	921667	glycerol kinase GlpK	glpK	SACI_RS05325
SACI_RS08780	SACI_RS08780	1596826	1597425	DUF2250 domain-containing protein	SACI_RS08780 // SACI_RS08775	SACI_RS08780 // SACI_RS08775
SACI_RS04835	SACI_RS04835	811959	812912	ornithine cyclodeaminase family protein	SACI_RS04835	SACI_RS04835
SACI_RS02675	SACI_RS02675	458630	458720	tRNA-Gly	SACI_RS02680 // SACI_RS02675	SACI_RS02680 // SACI_RS02675
SACI_RS06145	SACI_RS06145	1093311	1093811	AAA family ATPase	SACI_RS06145 // SACI_RS06140	SACI_RS06145 // SACI_RS06140
SACI_RS04840	SACI_RS04840	812885	814024	PLP-dependent aminotransferase family protein	SACI_RS04840	SACI_RS04840
SACI_RS01465	SACI_RS01465	255832	256359	nicotinamide-nucleotide adenylyltransferase	SACI_RS01465 // SACI_RS01460	SACI_RS01465 // SACI_RS01460
SACI_RS11705	SACI_RS11705	1597500	1597703	hypothetical protein	SACI_RS11705	SACI_RS11705
SACI_RS00250	SACI_RS00250	41687	42094	hypothetical protein	SACI_RS00250	SACI_RS00250
SACI_RS04845	SACI_RS04845	814014	815066	aminopeptidase P family protein	SACI_RS04845	SACI_RS04845
SACI_RS08785	SACI_RS08785	1597685	1598296	YkgJ family cysteine cluster protein	SACI_RS08785	SACI_RS08785
SACI_RS08790	SACI_RS08790	1598347	1598922	hypothetical protein	SACI_RS08790	SACI_RS08790
SACI_RS04855	SACI_RS04855	816113	817498	TldD/PmbA family protein	SACI_RS04860 // SACI_RS04855 // SACI_RS04850	SACI_RS04860 // SACI_RS04855 // SACI_RS04850
SACI_RS08795	SACI_RS08795	1598965	1599327	hypothetical protein	SACI_RS08795	SACI_RS08795
SACI_RS04860	SACI_RS04860	817491	818750	TldD/PmbA family protein	SACI_RS04860 // SACI_RS04855 // SACI_RS04850	SACI_RS04860 // SACI_RS04855 // SACI_RS04850
SACI_RS01470	SACI_RS01470	256423	257034	DUF981 domain-containing protein	SACI_RS01470	SACI_RS01470
SACI_RS08800	SACI_RS08800	1599696	1600976	MFS transporter	SACI_RS08805 // SACI_RS08800	SACI_RS08805 // SACI_RS08800
SACI_RS04865	SACI_RS04865	818942	819370	small multi-drug export protein	SACI_RS04870 // SACI_RS04865	SACI_RS04870 // SACI_RS04865
SACI_RS08805	SACI_RS08805	1600977	1602209	amidohydrolase family protein	SACI_RS08805 // SACI_RS08800	SACI_RS08805 // SACI_RS08800
SACI_RS05950	SACI_RS05950	1061544	1062254	purine-nucleoside phosphorylase	SACI_RS05950 // SACI_RS05945	SACI_RS05950 // SACI_RS05945
SACI_RS08810	SACI_RS08810	1602333	1603421	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	SACI_RS08810	SACI_RS08810
SACI_RS04875	SACI_RS04875	821803	822612	XdhC family protein	SACI_RS04880 // SACI_RS04875	SACI_RS04880 // SACI_RS04875
SACI_RS08815	SACI_RS08815	1603570	1605627	xanthine dehydrogenase family protein molybdopterin-binding subunit	SACI_RS08815	SACI_RS08815
SACI_RS08820	SACI_RS08820	1605917	1607575	SLC13 family permease	SACI_RS08820	SACI_RS08820
SACI_RS01475	SACI_RS01475	257424	258044	haloacid dehalogenase type II	SACI_RS01475	SACI_RS01475
SACI_RS00255	SACI_RS00255	42224	43735	bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	SACI_RS00255	SACI_RS00255
SACI_RS04885	SACI_RS04885	823076	824089	pyridoxal-phosphate dependent enzyme	SACI_RS04885	SACI_RS04885
SACI_RS08825	SACI_RS08825	1607933	1608490	hypothetical protein	SACI_RS08825	SACI_RS08825
